Time [s];Raw Voltage [V];Calibrated Force [mN];Frequency [Hz]
3729186449.322;0.00332;-4.759;1.89166
3729186449.332;0.00334;-2.86939;1.87933
3729186449.342;0.00337;0.59491;1.87837
3729186449.352;0.00336;-0.97977;1.8629
3729186449.362;0.00336;-0.66483;1.86661
3729186449.372;0.00336;-0.66483;1.86608
3729186449.382;0.00333;-3.18432;1.85695
3729186449.392;0.00339;2.1696;1.85731
3729186449.402;0.00336;-0.34989;1.83736
3729186449.412;0.00337;-0.03496;1.82523
3729186449.422;0.00336;-0.34989;1.81664
3729186449.432;0.00339;2.48453;1.7882
3729186449.442;0.00336;-0.34989;1.77607
3729186449.452;0.00337;0.27998;1.74374
3729186449.462;0.00337;-0.03496;1.71981
3729186449.472;0.00342;4.68909;1.71048
3729186449.482;0.00336;-0.66483;1.70975
3729186449.492;0.00337;0.59491;1.73427
3729186449.502;0.00333;-3.18432;1.76981
3729186449.512;0.00339;1.85466;1.78976
3729186449.522;0.00339;2.48453;1.80964
3729186449.532;0.00339;1.85466;1.82636
3729186449.542;0.0034;3.11441;1.83105
3729186449.552;0.00341;4.37415;1.83944
3729186449.562;0.00345;8.15339;1.82443
3729186449.572;0.00335;-1.60964;1.80248
3729186449.582;0.00335;-1.2947;1.81344
3729186449.592;0.00332;-5.07394;1.8116
3729186449.602;0.00342;4.68909;1.80854
3729186449.612;0.00336;-0.34989;1.82131
3729186449.622;0.00342;5.6339;1.8231
3729186449.632;0.00336;-0.97977;1.84898
3729186449.642;0.00336;-0.66483;1.86582
3729186449.652;0.00336;-0.34989;1.85545
3729186449.662;0.00336;-0.66483;1.87084
3729186449.672;0.0033;-6.96356;1.8665
3729186449.682;0.0034;3.11441;1.86797
3729186449.692;0.00338;1.22479;1.87003
3729186449.702;0.00337;0.27998;1.87438
3729186449.712;0.00339;2.1696;1.88805
3729186449.722;0.00338;1.22479;1.89047
3729186449.732;0.00336;-0.34989;1.8951
3729186449.742;0.00336;-0.97977;1.90226
3729186449.752;0.00331;-5.38888;1.90265
3729186449.762;0.00337;0.59491;1.91288
3729186449.772;0.00335;-1.92458;1.93014
3729186449.782;0.00339;1.85466;1.92381
3729186449.792;0.00331;-5.38888;1.94112
3729186449.802;0.00334;-2.23951;1.94171
3729186449.812;0.00335;-1.2947;1.93326
3729186449.822;0.00332;-5.07394;1.92909
3729186449.832;0.00334;-2.86939;1.90287
3729186449.842;0.00336;-0.97977;1.90299
3729186449.852;0.00333;-3.8142;1.88417
3729186449.862;0.00333;-3.18432;1.88222
3729186449.872;0.00338;0.90985;1.87246
3729186449.882;0.00331;-6.01875;1.85994
3729186449.892;0.00336;-0.66483;1.87115
3729186449.902;0.00339;2.1696;1.86166
3729186449.912;0.00335;-1.92458;1.8632
3729186449.922;0.00336;-0.66483;1.86654
3729186449.932;0.0033;-6.64862;1.8594
3729186449.942;0.00339;1.85466;1.8434
3729186449.952;0.00335;-1.2947;1.83342
3729186449.962;0.00341;4.37415;1.81608
3729186449.972;0.0034;3.11441;1.79833
3729186449.982;0.00337;0.27998;1.77611
3729186449.992;0.0033;-6.64862;1.73958
3729186450.002;0.00337;0.27998;1.72019
3729186450.012;0.00339;2.48453;1.70321
3729186450.022;0.0034;2.79947;1.69143
3729186450.032;0.00339;1.85466;1.72007
3729186450.042;0.00337;0.27998;1.74919
3729186450.052;0.00341;3.74428;1.77977
3729186450.062;0.00337;0.59491;1.80555
3729186450.072;0.00339;2.1696;1.82225
3729186450.082;0.00324;-12.31748;1.84658
3729186450.092;0.00339;1.85466;1.84166
3729186450.102;0.00339;1.85466;1.81882
3729186450.112;0.00349;11.93263;1.81446
3729186450.122;0.0033;-6.96356;1.81401
3729186450.132;0.00335;-1.92458;1.81278
3729186450.142;0.00332;-4.12913;1.81637
3729186450.152;0.00334;-2.55445;1.8171
3729186450.162;0.00339;2.1696;1.8389
3729186450.172;0.00332;-4.44407;1.86048
3729186450.182;0.00335;-1.2947;1.85127
3729186450.192;0.00337;-0.03496;1.86353
3729186450.202;0.00334;-2.23951;1.86902
3729186450.212;0.00338;0.90985;1.86732
3729186450.222;0.00339;2.1696;1.87097
3729186450.232;0.00337;0.27998;1.869
3729186450.242;0.00338;1.22479;1.89312
3729186450.252;0.00332;-4.12913;1.89038
3729186450.262;0.00337;0.27998;1.88596
3729186450.272;0.00337;0.59491;1.89902
3729186450.282;0.00334;-2.55445;1.89581
3729186450.292;0.00337;-0.03496;1.90396
3729186450.302;0.00332;-4.759;1.91592
3729186450.312;0.00335;-1.60964;1.91111
3729186450.322;0.00337;0.27998;1.93235
3729186450.332;0.00334;-2.86939;1.93492
3729186450.342;0.00333;-3.8142;1.93499
3729186450.352;0.00336;-0.97977;1.93184
3729186450.362;0.00335;-1.92458;1.91111
3729186450.372;0.00336;-0.66483;1.90322
3729186450.382;0.00337;0.59491;1.89108
3729186450.392;0.00333;-3.18432;1.88962
3729186450.402;0.00337;0.27998;1.89139
3729186450.412;0.00336;-0.97977;1.87381
3729186450.422;0.0034;3.42934;1.88261
3729186450.432;0.00339;2.48453;1.87236
3729186450.442;0.00337;0.27998;1.85782
3729186450.452;0.00337;-0.03496;1.87168
3729186450.462;0.00332;-4.12913;1.86319
3729186450.472;0.00334;-2.55445;1.85627
3729186450.482;0.00331;-5.70381;1.84418
3729186450.492;0.00336;-0.97977;1.82367
3729186450.502;0.00332;-4.759;1.83307
3729186450.512;0.00337;0.59491;1.80498
3729186450.522;0.0034;3.11441;1.77204
3729186450.532;0.00339;2.1696;1.75045
3729186450.542;0.00336;-0.97977;1.72278
3729186450.552;0.00335;-1.2947;1.71078
3729186450.562;0.00341;4.37415;1.70843
3729186450.572;0.0034;3.42934;1.71924
3729186450.582;0.0034;3.42934;1.75232
3729186450.592;0.0034;3.42934;1.77996
3729186450.602;0.0035;12.5625;1.79939
3729186450.612;0.0034;3.42934;1.82856
3729186450.622;0.00337;-0.03496;1.84447
3729186450.632;0.00338;0.90985;1.81796
3729186450.642;0.00338;1.22479;1.81426
3729186450.652;0.00334;-2.23951;1.80882
3729186450.662;0.00337;-0.03496;1.80708
3729186450.672;0.00329;-7.90837;1.81517
3729186450.682;0.00336;-0.66483;1.80403
3729186450.692;0.00332;-4.12913;1.82483
3729186450.702;0.00333;-3.8142;1.84448
3729186450.712;0.00337;0.59491;1.84042
3729186450.722;0.00336;-0.34989;1.85558
3729186450.732;0.00335;-1.92458;1.8607
3729186450.742;0.00336;-0.66483;1.86551
3729186450.752;0.00336;-0.97977;1.87055
3729186450.762;0.00336;-0.97977;1.86539
3729186450.772;0.00338;1.22479;1.87732
3729186450.782;0.00337;0.27998;1.88268
3729186450.792;0.00336;-0.34989;1.87484
3729186450.802;0.00335;-1.60964;1.88571
3729186450.812;0.00337;0.59491;1.89035
3729186450.822;0.00342;4.68909;1.89069
3729186450.832;0.00336;-0.34989;1.90075
3729186450.842;0.00337;0.27998;1.89886
3729186450.852;0.00336;-0.34989;1.92117
3729186450.862;0.00331;-5.38888;1.92832
3729186450.872;0.00336;-0.97977;1.93545
3729186450.882;0.0034;2.79947;1.94161
3729186450.892;0.00333;-3.18432;1.93356
3729186450.902;0.00336;-0.66483;1.93382
3729186450.912;0.00333;-3.49926;1.91767
3729186450.922;0.00332;-4.759;1.90524
3729186450.932;0.00333;-3.18432;1.89595
3729186450.942;0.00332;-4.12913;1.87997
3729186450.952;0.00336;-0.97977;1.87969
3729186450.962;0.00336;-0.66483;1.86434
3729186450.972;0.00333;-3.18432;1.84588
3729186450.982;0.00341;3.74428;1.84783
3729186450.992;0.00338;1.22479;1.85066
3729186451.002;0.00338;1.22479;1.85107
3729186451.012;0.00336;-0.34989;1.84918
3729186451.022;0.00335;-1.92458;1.83566
3729186451.032;0.00337;0.59491;1.83971
3729186451.042;0.00338;1.22479;1.82227
3729186451.052;0.00338;0.90985;1.78575
3729186451.062;0.00339;2.1696;1.76854
3729186451.072;0.00337;-0.03496;1.74226
3729186451.082;0.00345;8.15339;1.71545
3729186451.092;0.00346;9.0982;1.70909
3729186451.102;0.00338;1.53972;1.6885
3729186451.112;0.00336;-0.97977;1.6951
3729186451.122;0.00344;7.20858;1.74207
3729186451.132;0.00336;-0.66483;1.77212
3729186451.142;0.00341;3.74428;1.80963
3729186451.152;0.00339;2.1696;1.83489
3729186451.162;0.00337;0.27998;1.84222
3729186451.172;0.00339;2.48453;1.84488
3729186451.182;0.00339;1.85466;1.83369
3729186451.192;0.00338;1.22479;1.82244
3729186451.202;0.00334;-2.86939;1.82162
3729186451.212;0.00337;-0.03496;1.81658
3729186451.222;0.00332;-4.44407;1.81081
3729186451.232;0.00334;-2.23951;1.82015
3729186451.242;0.00334;-2.23951;1.82472
3729186451.252;0.00333;-3.18432;1.84646
3729186451.262;0.00332;-5.07394;1.85563
3729186451.272;0.00336;-0.34989;1.85827
3729186451.282;0.00336;-0.97977;1.87163
3729186451.292;0.00336;-0.34989;1.86915
3729186451.302;0.0034;2.79947;1.86994
3729186451.312;0.00339;2.48453;1.87425
3729186451.322;0.00338;1.22479;1.86842
3729186451.332;0.00338;1.53972;1.88041
3729186451.342;0.00332;-4.12913;1.88109
3729186451.352;0.00341;3.74428;1.88759
3729186451.362;0.00337;-0.03496;1.89707
3729186451.372;0.00334;-2.55445;1.89061
3729186451.382;0.00335;-1.92458;1.91309
3729186451.392;0.00333;-3.18432;1.92106
3729186451.402;0.00333;-3.49926;1.92399
3729186451.412;0.00334;-2.86939;1.93214
3729186451.422;0.00325;-11.05773;1.92691
3729186451.432;0.00338;0.90985;1.93267
3729186451.442;0.00334;-2.55445;1.92435
3729186451.452;0.00336;-0.34989;1.89826
3729186451.462;0.00332;-4.44407;1.89971
3729186451.472;0.00331;-5.70381;1.89027
3729186451.482;0.00337;0.59491;1.88324
3729186451.492;0.0034;2.79947;1.88159
3729186451.502;0.00332;-4.759;1.86155
3729186451.512;0.00339;2.48453;1.86477
3729186451.522;0.00343;6.26377;1.85539
3729186451.532;0.00338;0.90985;1.85897
3729186451.542;0.00335;-1.60964;1.86322
3729186451.552;0.00338;0.90985;1.84786
3729186451.562;0.00341;3.74428;1.85001
3729186451.572;0.00331;-5.38888;1.84241
3729186451.582;0.00341;3.74428;1.8155
3729186451.592;0.00339;2.1696;1.80174
3729186451.602;0.00339;2.48453;1.78483
3729186451.612;0.0034;3.11441;1.75841
3729186451.622;0.00338;0.90985;1.73357
3729186451.632;0.0034;3.42934;1.71635
3729186451.642;0.00338;0.90985;1.69717
3729186451.652;0.00336;-0.66483;1.70333
3729186451.662;0.00339;2.1696;1.73206
3729186451.672;0.00343;5.94883;1.76173
3729186451.682;0.00341;4.05922;1.79367
3729186451.692;0.00339;2.1696;1.80175
3729186451.702;0.00338;1.22479;1.82595
3729186451.712;0.00335;-1.2947;1.81736
3729186451.722;0.00337;-0.03496;1.79932
3729186451.732;0.00337;-0.03496;1.8024
3729186451.742;0.00333;-3.49926;1.79575
3729186451.752;0.00332;-4.44407;1.80261
3729186451.762;0.00337;-0.03496;1.8128
3729186451.772;0.00328;-8.85318;1.81202
3729186451.782;0.00335;-1.92458;1.83617
3729186451.792;0.00323;-13.26229;1.85669
3729186451.802;0.00332;-5.07394;1.84682
3729186451.812;0.00338;0.90985;1.85597
3729186451.822;0.00335;-1.60964;1.86516
3729186451.832;0.00333;-3.18432;1.86794
3729186451.842;0.0034;2.79947;1.86917
3729186451.852;0.00338;1.53972;1.86526
3729186451.862;0.00338;1.22479;1.88456
3729186451.872;0.00334;-2.55445;1.888
3729186451.882;0.00339;2.48453;1.88145
3729186451.892;0.00337;0.59491;1.89359
3729186451.902;0.00333;-3.18432;1.894
3729186451.912;0.00338;0.90985;1.89321
3729186451.922;0.00337;0.59491;1.899
3729186451.932;0.00335;-1.2947;1.89731
3729186451.942;0.00335;-1.2947;1.91721
3729186451.952;0.00337;0.59491;1.92505
3729186451.962;0.00335;-1.2947;1.93388
3729186451.972;0.00337;0.27998;1.94575
3729186451.982;0.00334;-2.23951;1.92949
3729186451.992;0.00336;-0.66483;1.92366
3729186452.002;0.00336;-0.66483;1.90693
3729186452.012;0.00331;-5.70381;1.89743
3729186452.022;0.00331;-5.70381;1.89876
3729186452.032;0.00334;-2.23951;1.88314
3729186452.042;0.00333;-3.8142;1.88519
3729186452.052;0.00334;-2.23951;1.87691
3729186452.062;0.00337;-0.03496;1.85906
3729186452.072;0.0033;-6.96356;1.86837
3729186452.082;0.00338;0.90985;1.86614
3729186452.092;0.00337;0.27998;1.85583
3729186452.102;0.00337;-0.03496;1.8548
3729186452.112;0.00337;0.27998;1.83036
3729186452.122;0.00337;0.59491;1.8265
3729186452.132;0.00335;-1.92458;1.80897
3729186452.142;0.00342;5.31896;1.77941
3729186452.152;0.00358;20.43591;1.76821
3729186452.162;0.00337;-0.03496;1.73581
3729186452.172;0.00339;2.1696;1.71548
3729186452.182;0.00339;1.85466;1.70493
3729186452.192;0.00336;-0.97977;1.69752
3729186452.202;0.00338;0.90985;1.72892
3729186452.212;0.00338;1.53972;1.75696
3729186452.222;0.0034;3.11441;1.78634
3729186452.232;0.0034;2.79947;1.82584
3729186452.242;0.0034;3.42934;1.8406
3729186452.252;0.00335;-1.2947;1.82665
3729186452.262;0.00341;3.74428;1.82469
3729186452.272;0.0033;-6.64862;1.81801
3729186452.282;0.00335;-1.60964;1.80799
3729186452.292;0.00336;-0.34989;1.81282
3729186452.302;0.00333;-3.49926;1.80256
3729186452.312;0.00336;-0.66483;1.81461
3729186452.322;0.00337;0.59491;1.8355
3729186452.332;0.00335;-1.2947;1.83017
3729186452.342;0.00336;-0.97977;1.84995
3729186452.352;0.00329;-7.2785;1.85633
3729186452.362;0.00338;0.90985;1.86458
3729186452.372;0.00331;-6.01875;1.87316
3729186452.382;0.00329;-7.2785;1.86363
3729186452.392;0.00337;0.27998;1.8751
3729186452.402;0.00338;0.90985;1.87739
3729186452.412;0.00338;1.22479;1.8733
3729186452.422;0.00337;0.27998;1.88501
3729186452.432;0.00334;-2.86939;1.88671
3729186452.442;0.00341;3.74428;1.88998
3729186452.452;0.00332;-4.44407;1.89868
3729186452.462;0.00335;-1.92458;1.89419
3729186452.472;0.00337;0.59491;1.91057
3729186452.482;0.00331;-6.01875;1.92298
3729186452.492;0.00341;4.37415;1.9298
3729186452.502;0.00334;-2.55445;1.94256
3729186452.512;0.00334;-2.86939;1.93449
3729186452.522;0.00336;-0.97977;1.93518
3729186452.532;0.00334;-2.86939;1.92519
3729186452.542;0.00336;-0.66483;1.90965
3729186452.552;0.00331;-6.01875;1.90308
3729186452.562;0.00336;-0.66483;1.87917
3729186452.572;0.00333;-3.49926;1.8889
3729186452.582;0.00331;-5.70381;1.8777
3729186452.592;0.00336;-0.97977;1.86163
3729186452.602;0.00335;-1.2947;1.86412
3729186452.612;0.00332;-4.12913;1.86034
3729186452.622;0.00337;0.27998;1.86174
3729186452.632;0.00334;-2.86939;1.85629
3729186452.642;0.00338;1.22479;1.85021
3729186452.652;0.00337;0.27998;1.85123
3729186452.662;0.00338;0.90985;1.8325
3729186452.672;0.0034;2.79947;1.80824
3729186452.682;0.00339;2.48453;1.79467
3729186452.692;0.00336;-0.66483;1.77193
3729186452.702;0.0034;2.79947;1.74099
3729186452.712;0.00338;0.90985;1.72342
3729186452.722;0.00337;0.27998;1.69571
3729186452.732;0.00341;4.05922;1.6957
3729186452.742;0.00339;2.1696;1.72348
3729186452.752;0.00339;2.48453;1.75225
3729186452.762;0.00342;5.00403;1.79448
3729186452.772;0.00341;4.37415;1.82428
3729186452.782;0.00339;2.48453;1.82111
3729186452.792;0.00339;2.1696;1.83308
3729186452.802;0.00339;2.1696;1.827
3729186452.812;0.00337;0.59491;1.81789
3729186452.822;0.0033;-6.64862;1.81107
3729186452.832;0.00334;-2.86939;1.80653
3729186452.842;0.00334;-2.55445;1.81629
3729186452.852;0.00333;-3.8142;1.82385
3729186452.862;0.00336;-0.66483;1.82934
3729186452.872;0.00327;-9.16811;1.84581
3729186452.882;0.00332;-4.12913;1.85533
3729186452.892;0.00337;-0.03496;1.85747
3729186452.902;0.00335;-1.2947;1.86894
3729186452.912;0.00338;1.53972;1.86409
3729186452.922;0.00337;0.27998;1.87214
3729186452.932;0.00338;0.90985;1.88213
3729186452.942;0.00339;1.85466;1.86299
3729186452.952;0.00342;5.31896;1.88168
3729186452.962;0.00338;0.90985;1.88237
3729186452.972;0.00334;-2.23951;1.8831
3729186452.982;0.00337;0.59491;1.89062
3729186452.992;0.00343;5.94883;1.88715
3729186453.002;0.0033;-6.33369;1.90098
3729186453.012;0.00331;-5.70381;1.9048
3729186453.022;0.00337;0.27998;1.91717
3729186453.032;0.00335;-1.92458;1.93099
3729186453.042;0.00335;-1.60964;1.9292
3729186453.052;0.00338;1.53972;1.9439
3729186453.062;0.00334;-2.86939;1.93752
3729186453.072;0.00336;-0.66483;1.92009
3729186453.082;0.00336;-0.34989;1.91383
3729186453.092;0.00327;-9.48305;1.90208
3729186453.102;0.00337;0.59491;1.90103
3729186453.112;0.00334;-2.86939;1.90276
3729186453.122;0.00332;-4.12913;1.87268
3729186453.132;0.00337;-0.03496;1.86952
3729186453.142;0.00334;-2.23951;1.86544
3729186453.152;0.00335;-1.92458;1.86059
3729186453.162;0.00337;0.59491;1.8616
3729186453.172;0.00335;-1.2947;1.85159
3729186453.182;0.00332;-4.12913;1.86341
3729186453.192;0.00334;-2.55445;1.84316
3729186453.202;0.00338;0.90985;1.81746
3729186453.212;0.0034;3.42934;1.81473
3729186453.222;0.00333;-3.8142;1.79189
3729186453.232;0.00338;1.22479;1.77357
3729186453.242;0.00333;-3.49926;1.74858
3729186453.252;0.00342;4.68909;1.71674
3729186453.262;0.00339;2.48453;1.7048
3729186453.272;0.00338;0.90985;1.6944
3729186453.282;0.00338;0.90985;1.71408
3729186453.292;0.00341;4.37415;1.76049
3729186453.302;0.00335;-1.2947;1.79764
3729186453.312;0.00336;-0.97977;1.80164
3729186453.322;0.00343;6.57871;1.82218
3729186453.332;0.00335;-1.92458;1.83189
3729186453.342;0.00341;4.37415;1.82191
3729186453.352;0.00333;-3.18432;1.82117
3729186453.362;0.00333;-3.18432;1.80684
3729186453.372;0.00334;-2.23951;1.80196
3729186453.382;0.00335;-1.92458;1.80917
3729186453.392;0.00336;-0.34989;1.80303
3729186453.402;0.00337;-0.03496;1.82069
3729186453.412;0.00334;-2.23951;1.83246
3729186453.422;0.00346;9.41314;1.84372
3729186453.432;0.00331;-5.38888;1.85905
3729186453.442;0.00335;-1.92458;1.86373
3729186453.452;0.00338;1.53972;1.86817
3729186453.462;0.00334;-2.23951;1.87127
3729186453.472;0.00335;-1.2947;1.86724
3729186453.482;0.00332;-4.12913;1.87383
3729186453.492;0.00333;-3.18432;1.87967
3729186453.502;0.00338;0.90985;1.88364
3729186453.512;0.0034;3.42934;1.89106
3729186453.522;0.00338;0.90985;1.89091
3729186453.532;0.00339;2.48453;1.90404
3729186453.542;0.00338;1.53972;1.91053
3729186453.552;0.00336;-0.97977;1.90083
3729186453.562;0.00334;-2.55445;1.92431
3729186453.572;0.00333;-3.18432;1.9324
3729186453.582;0.00335;-1.92458;1.9437
3729186453.592;0.00334;-2.86939;1.95803
3729186453.602;0.00335;-1.2947;1.93391
3729186453.612;0.00334;-2.23951;1.93747
3729186453.622;0.00329;-7.90837;1.92378
3729186453.632;0.00339;2.1696;1.91144
3729186453.642;0.00334;-2.55445;1.89814
3729186453.652;0.00331;-5.38888;1.88345
3729186453.662;0.00336;-0.34989;1.87915
3729186453.672;0.00331;-6.01875;1.86998
3729186453.682;0.00337;0.27998;1.86289
3729186453.692;0.00333;-3.49926;1.86186
3729186453.702;0.00334;-2.55445;1.85937
3729186453.712;0.00337;-0.03496;1.86957
3729186453.722;0.00336;-0.97977;1.86639
3729186453.732;0.00343;6.26377;1.83931
3729186453.742;0.00337;0.59491;1.83245
3729186453.752;0.00335;-1.92458;1.81806
3729186453.762;0.00337;0.27998;1.79713
3729186453.772;0.00337;0.59491;1.78051
3729186453.782;0.00338;0.90985;1.74194
3729186453.792;0.00332;-4.44407;1.71913
3729186453.802;0.00338;0.90985;1.70478
3729186453.812;0.00337;0.59491;1.68776
3729186453.822;0.00337;0.59491;1.7229
3729186453.832;0.00337;0.27998;1.76131
3729186453.842;0.00341;4.05922;1.77842
3729186453.852;0.00345;8.15339;1.81413
3729186453.862;0.00338;0.90985;1.83586
3729186453.872;0.0034;2.79947;1.84571
3729186453.882;0.00341;3.74428;1.84637
3729186453.892;0.00336;-0.34989;1.82952
3729186453.902;0.00336;-0.66483;1.81629
3729186453.912;0.00351;13.82225;1.8173
3729186453.922;0.00331;-5.70381;1.81117
3729186453.932;0.00335;-1.2947;1.81735
3729186453.942;0.00335;-1.2947;1.82648
3729186453.952;0.00335;-1.60964;1.83543
3729186453.962;0.00339;1.85466;1.85509
3729186453.972;0.00331;-5.38888;1.86056
3729186453.982;0.00336;-0.97977;1.86506
3729186453.992;0.00335;-1.92458;1.87489
3729186454.002;0.00336;-0.66483;1.86503
3729186454.012;0.00339;2.1696;1.87538
3729186454.022;0.00334;-2.86939;1.87134
3729186454.032;0.00335;-1.2947;1.87718
3729186454.042;0.00336;-0.34989;1.8881
3729186454.052;0.00333;-3.18432;1.88172
3729186454.062;0.0034;2.79947;1.90653
3729186454.072;0.00334;-2.55445;1.90357
3729186454.082;0.00331;-5.38888;1.89409
3729186454.092;0.0034;2.79947;1.90839
3729186454.102;0.00335;-1.2947;1.92229
3729186454.112;0.00332;-4.759;1.93582
3729186454.122;0.00335;-1.60964;1.94966
3729186454.132;0.00338;1.53972;1.93198
3729186454.142;0.00343;6.57871;1.93529
3729186454.152;0.00333;-3.49926;1.92255
3729186454.162;0.00336;-0.34989;1.90576
3729186454.172;0.00336;-0.34989;1.90291
3729186454.182;0.00336;-0.97977;1.89424
3729186454.192;0.00335;-1.60964;1.89746
3729186454.202;0.00333;-3.8142;1.88676
3729186454.212;0.00338;1.22479;1.87647
3729186454.222;0.0033;-6.33369;1.87652
3729186454.232;0.00332;-4.759;1.85985
3729186454.242;0.00334;-2.55445;1.87998
3729186454.252;0.00334;-2.23951;1.86881
3729186454.262;0.00336;-0.66483;1.85077
3729186454.272;0.00335;-1.60964;1.84505
3729186454.282;0.00338;0.90985;1.82677
3729186454.292;0.0034;3.11441;1.81442
3729186454.302;0.00337;0.27998;1.79475
3729186454.312;0.00339;2.48453;1.77353
3729186454.322;0.00337;0.59491;1.75516
3729186454.332;0.00336;-0.97977;1.73492
3729186454.342;0.0034;3.42934;1.70947
3729186454.352;0.00341;3.74428;1.71486
3729186454.362;0.00339;2.48453;1.73043
3729186454.372;0.00339;2.1696;1.75408
3729186454.382;0.00342;4.68909;1.78211
3729186454.392;0.00339;2.1696;1.80638
3729186454.402;0.00356;18.54629;1.8204
3729186454.412;0.00339;1.85466;1.83252
3729186454.422;0.00339;2.48453;1.81633
3729186454.432;0.00339;2.48453;1.8127
3729186454.442;0.00337;0.27998;1.80737
3729186454.452;0.00337;-0.03496;1.79847
3729186454.462;0.00338;0.90985;1.81465
3729186454.472;0.00329;-7.90837;1.81735
3729186454.482;0.00333;-3.8142;1.82563
3729186454.492;0.00334;-2.23951;1.8423
3729186454.502;0.00334;-2.86939;1.85205
3729186454.512;0.00336;-0.97977;1.85861
3729186454.522;0.00331;-5.70381;1.86657
3729186454.532;0.00335;-1.92458;1.86454
3729186454.542;0.00334;-2.55445;1.87069
3729186454.552;0.00336;-0.66483;1.86938
3729186454.562;0.00339;2.1696;1.86683
3729186454.572;0.00335;-1.2947;1.87888
3729186454.582;0.00337;0.27998;1.87722
3729186454.592;0.00334;-2.23951;1.88974
3729186454.602;0.00336;-0.66483;1.89985
3729186454.612;0.00336;-0.34989;1.89092
3729186454.622;0.00337;0.27998;1.90454
3729186454.632;0.00325;-11.05773;1.90773
3729186454.642;0.00336;-0.97977;1.92089
3729186454.652;0.00335;-1.2947;1.93632
3729186454.662;0.00334;-2.55445;1.93326
3729186454.672;0.00336;-0.34989;1.95278
3729186454.682;0.00335;-1.92458;1.94753
3729186454.692;0.00338;1.53972;1.93678
3729186454.702;0.00335;-1.92458;1.92871
3729186454.712;0.00336;-0.97977;1.91062
3729186454.722;0.00335;-1.60964;1.91041
3729186454.732;0.00335;-1.60964;1.89975
3729186454.742;0.00334;-2.23951;1.88747
3729186454.752;0.00334;-2.23951;1.8762
3729186454.762;0.00339;2.48453;1.85789
3729186454.772;0.00327;-9.16811;1.8689
3729186454.782;0.00337;0.27998;1.86894
3729186454.792;0.00337;0.59491;1.85493
3729186454.802;0.00334;-2.23951;1.85885
3729186454.812;0.00338;0.90985;1.84228
3729186454.822;0.00336;-0.34989;1.82323
3729186454.832;0.00341;4.37415;1.81245
3729186454.842;0.00337;-0.03496;1.78914
3729186454.852;0.00335;-1.92458;1.78575
3729186454.862;0.00335;-1.2947;1.76214
3729186454.872;0.00339;2.48453;1.72172
3729186454.882;0.0034;2.79947;1.71494
3729186454.892;0.00366;28.30932;1.70277
3729186454.902;0.00339;2.48453;1.71044
3729186454.912;0.00342;5.31896;1.74704
3729186454.922;0.00337;0.59491;1.77904
3729186454.932;0.0034;3.42934;1.80732
3729186454.942;0.0034;3.11441;1.83181
3729186454.952;0.00336;-0.66483;1.83442
3729186454.962;0.00338;1.22479;1.83818
3729186454.972;0.00335;-1.60964;1.83602
3729186454.982;0.00338;1.22479;1.80867
3729186454.992;0.00338;0.90985;1.81197
3729186455.002;0.00334;-2.86939;1.81836
3729186455.012;0.00335;-1.92458;1.81384
3729186455.022;0.00333;-3.8142;1.82598
3729186455.032;0.0033;-6.64862;1.83413
3729186455.042;0.00337;0.27998;1.84844
3729186455.052;0.00334;-2.23951;1.86483
3729186455.062;0.00336;-0.66483;1.86011
3729186455.072;0.0034;3.11441;1.87344
3729186455.082;0.00333;-3.8142;1.86962
3729186455.092;0.00338;1.53972;1.87092
3729186455.102;0.00335;-1.60964;1.87616
3729186455.112;0.00343;6.26377;1.87335
3729186455.122;0.00338;1.22479;1.89366
3729186455.132;0.00334;-2.23951;1.89705
3729186455.142;0.00334;-2.86939;1.8932
3729186455.152;0.00339;1.85466;1.90508
3729186455.162;0.00336;-0.34989;1.9055
3729186455.172;0.00338;1.22479;1.90866
3729186455.182;0.00337;-0.03496;1.92763
3729186455.192;0.00336;-0.97977;1.92692
3729186455.202;0.00332;-5.07394;1.94321
3729186455.212;0.00332;-4.759;1.94602
3729186455.222;0.00338;1.53972;1.9366
3729186455.232;0.00339;2.48453;1.93554
3729186455.242;0.00335;-1.2947;1.91517
3729186455.252;0.00336;-0.34989;1.9125
3729186455.262;0.00338;1.53972;1.89468
3729186455.272;0.00336;-0.97977;1.8858
3729186455.282;0.00333;-3.49926;1.88375
3729186455.292;0.00336;-0.66483;1.86151
3729186455.302;0.00336;-0.97977;1.87388
3729186455.312;0.00336;-0.66483;1.86504
3729186455.322;0.00337;0.59491;1.85912
3729186455.332;0.0033;-6.33369;1.86927
3729186455.342;0.00336;-0.34989;1.8615
3729186455.352;0.00348;10.67288;1.84944
3729186455.362;0.00337;-0.03496;1.83436
3729186455.372;0.00336;-0.34989;1.8196
3729186455.382;0.00335;-1.60964;1.81815
3729186455.392;0.00339;1.85466;1.78894
3729186455.402;0.00336;-0.97977;1.747
3729186455.412;0.0034;3.42934;1.72505
3729186455.422;0.00336;-0.66483;1.71634
3729186455.432;0.00338;0.90985;1.69651
3729186455.442;0.00341;4.37415;1.71286
3729186455.452;0.00341;3.74428;1.74328
3729186455.462;0.00341;3.74428;1.76885
3729186455.472;0.00339;2.48453;1.80229
3729186455.482;0.00339;2.48453;1.81121
3729186455.492;0.00342;4.68909;1.8314
3729186455.502;0.00338;0.90985;1.83179
